title,link,price_whole,price_fraction,price,rating,reviews_count,image_url,asin
"8K Long HDMI Fiber Optic Cable 66Feet/20m, 8K@60hz, 4K@120hz, HDMI 2.1 Cable 66FT, 48Gbps Ultra High Speed, Support HDR, eARC, Compatible for PC, HDTV, playstation4, PS5, Xbox Series X, RTX4090/4080",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/sspa/click?ie=UTF8&spc=MToyNjY3NTQ1NDAyNjk1MjAwOjE3NDM1Nzk1NTg6c3BfYXRmX25leHQ6MzAwNjgxMTYwNjA0NTAyOjowOjo&url=%2Fecjtu-66Feet-Flexible-Directional-Business%2Fdp%2FB0B4SBQPLC%2Fref%3Dsr_1_18_sspa%3Fcrid%3D3FD863EYYESV7%26dib%3DeyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU%26dib_tag%3Dse%26keywords%3Drtx4090%26qid%3D1743579558%26sprefix%3Drtx4090%252Caps%252C575%26sr%3D8-18-spons%26xpid%3DlJRIeHiyIOGHn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,62.,66,$62..66,4.3,70,https://m.media-amazon.com/images/I/71X0oG1BeJL._AC_UY218_.jpg,B0B4SBQPLC
"RTX4090 16Pin(12+4) to 4x8pin PCI-e 5.0 Sleeved Cable Extension, 30CM Length with Combs, Compatible with RTX 4070Ti, 4080, 4090 Series (Black)",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ABNO1-RTX4090-Sleeved-Extension-Compatible/dp/B0BYP6VLXY/ref=sr_1_19?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-19&xpid=lJRIeHiyIOGHn,32.,99,$32..99,3.2,5,https://m.media-amazon.com/images/I/61Nnd9vwuwL._AC_UY218_.jpg,B0BYP6VLXY
330W Portable AC Adapter 19.5V 16.92A Replacement RC30-0484 Compatible with Razer Blade 16 18 i9-13980HX RTX4090 13950HX RTX4080 Laptop Charger,https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Portable-Replacement-RC30-0484-Compatible-i9-13980HX/dp/B0D17NZPPC/ref=sr_1_20?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-20&xpid=lJRIeHiyIOGHn,93.,99,$93..99,N/A,0,https://m.media-amazon.com/images/I/61-KIft-pML._AC_UY218_.jpg,B0D17NZPPC
"ASUS ROG Thor 1000W Platinum II Fully Modular Power Supply with 1000W, 80+ Platinum, ROG Heatsinks, 135mm Fan, 0dB Mode, OLED Display, Aura Sync",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ASUS-Platinum-Modular-Certified-Heatsinks/dp/B09SGQ9PPC/ref=sr_1_21?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-21&xpid=lJRIeHiyIOGHn,357.,11,$357..11,4.6,1108,https://m.media-amazon.com/images/I/81g2lMkfDnL._AC_UY218_.jpg,B09SGQ9PPC
"JONSBO D41 MESH SC Black ATX Computer Case with Screen, ATX PC Case Mid Tower/Support RTX 4090(335-400mm) GPU 360/280AIO,Power A-TX/SFX: 100mm-220mm Multiple Tool-Free Design,Black",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/D41-Computer-Mainboard-Support-335-400mm/dp/B0BQJ68G5K/ref=sr_1_22?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-22&xpid=lJRIeHiyIOGHn,157.,80,$157..80,4.4,191,https://m.media-amazon.com/images/I/81NFBPV6czL._AC_UY218_.jpg,B0BQJ68G5K
"PCI-E 4.0 Riser Cable, PCIE 4.0 x16 200mm High Speed Flexible Extender Card Extension Port 90 Degree Adapter Compatible with Gen 4 GPUs, Supports RTX4090 RTX3060 RX7900 (White)",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/LDPCSJ-Flexible-Extender-Extension-Compatible/dp/B0DR2NR8X9/ref=sr_1_23?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-23&xpid=lJRIeHiyIOGHn,28.,79,$28..79,5.0,1,https://m.media-amazon.com/images/I/61fgWqb2B4L._AC_UY218_.jpg,B0DR2NR8X9
"Mini 16-pin (12+4) to 4x8-pin PCI-E 5.0 Power Adapter Cable, 12-pin to 4x8-pin Compatible with RTX4090 4080 4070TI Series and RTX3090ti (1 Piece)",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/4x8-pin-Adapter-Compatible-RTX4090-RTX3090ti/dp/B0BWN37K6K/ref=sr_1_24?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-24&xpid=lJRIeHiyIOGHn,18.,99,$18..99,N/A,0,https://m.media-amazon.com/images/I/617YKihFXWL._AC_UY218_.jpg,B0BWN37K6K
"8K Long HDMI Fiber Optic Cable 82Feet/25m, 8K@60hz, 4K@120hz, HDMI 2.1 Cable 82FT, 48Gbps Ultra High Speed, Support HDR, eARC, Compatible for PC, HDTV, playstation4, PS5, Xbox Series X, RTX4090/4080",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ecjtu-82Feet-Flexible-Directional-Business/dp/B0B4SBM3DG/ref=sr_1_25?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-25&xpid=lJRIeHiyIOGHn,69.,66,$69..66,4.3,70,https://m.media-amazon.com/images/I/71X0oG1BeJL._AC_UY218_.jpg,B0B4SBM3DG
"PCIE 5.0 Riser Cable, Gen 5 GPU Graphics Card Extension Cable, PCI-E 16X 128GB/s Compatible with PCIE 4.0 and WRX80/ 90E, RTX4090/ 5090/ RX7900XTX, 200mm",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ConnBull-Graphics-Extension-Compatible-RX7900XTX/dp/B0DSBCXJX2/ref=sr_1_26?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-26&xpid=lJRIeHiyIOGHn,80.,00,$80..00,4.4,17,https://m.media-amazon.com/images/I/71YVu-3CAEL._AC_UY218_.jpg,B0DSBCXJX2
"GLOTRENDS 250mm PCIe 4.0 X16 Riser Cable (0->90 Degree), Compatible with PCIE GEN 4.0 GPU, Such as RTX4090-RTX3060, RX7900, RX6950XT-RX6500XT, etc",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/GLOTRENDS-Extension-Degree-Adapter-PCIE40-25-90/dp/B0C4176N2F/ref=sr_1_27?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-27&xpid=lJRIeHiyIOGHn,35.,99,$35..99,4.1,266,https://m.media-amazon.com/images/I/51I0YImfUnL._AC_UY218_.jpg,B0C4176N2F
"Stouchi 10K 8K HDMI Cable 2.1 6ft, Ultra High Speed HDMI® Cables 4k120Hz 144Hz 8k60Hz 48Gbps eARC HDR10+ Atmos HDCP 2.3 Compatible for Mac RTX4090 PC HDTV PS5 Xbox, Black",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Stouchi-Cables-4k120Hz-Compatible-RTX4090/dp/B0CY22VR4C/ref=sr_1_28?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-28&xpid=lJRIeHiyIOGHn,9.,98,$9..98,4.6,16692,https://m.media-amazon.com/images/I/61k+U2hyVLL._AC_UY218_.jpg,B0CY22VR4C
"LINKUP - Ultra PCIe 4.0 X16 Riser Cable [RTX4090 RX6950XT x570 B550 Z690 Tested] Shielded High-Speed Vertical Mount Gaming PCI Express Gen4┃Universal 90 Degree Socket {15cm / 5.9""} 3.0 Gen3 Compatible",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/LINKUP-RX6900XT-High-Speed-Gen4%E2%94%83Universal-Compatible/dp/B08XMZ8VHZ/ref=sr_1_29?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-29&xpid=lJRIeHiyIOGHn,,,N/A,4.5,2936,https://m.media-amazon.com/images/I/81Xh84ALrHL._AC_UY218_.jpg,B08XMZ8VHZ
"ASUS TUF Gaming 1000W Gold White Edition (1000 Watt, Fully Modular Power Supply, 80+ Gold Certified, Military-Grade Components, Dual Ball Bearing, Axial-tech Fan, PCB Coating, 10 Year Warranty)",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ASUS-Certified-Military-Grade-Components-Axial-tech/dp/B0DHYRB6C3/ref=sr_1_30?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-30&xpid=lJRIeHiyIOGHn,179.,99,$179..99,4.7,632,https://m.media-amazon.com/images/I/71TbIqteGNL._AC_UY218_.jpg,B0DHYRB6C3
"LINKUP - AVA5 PCIE 5.0 Riser Cable | RTX5090 RX9070 GPU Ready | x16 128GB/s Speed | Compatible with PCIe 4.0 & WRX80/WRX90E | Right Angle, Black 15cm",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/LINKUP-RTX5090-RX9070-Compatible-WRX90E/dp/B0DKPF7QQ7/ref=sr_1_31?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-31&xpid=lJRIeHiyIOGHn,70.,96,$70..96,4.4,480,https://m.media-amazon.com/images/I/61VnCyxWz4L._AC_UY218_.jpg,B0DKPF7QQ7
"ASUS TUF RTX 4090 OC Graphics Card (PCIe 4.0, 24GB 384Bit GDRR6X, HDMI 2.1a, DP 1.4a, ARGB), w/SPS x Dino DP to HDMI Converter",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ASUS-Graphics-384Bit-GDRR6X-Converter/dp/B0CX5RBR7H/ref=sr_1_32?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-32&xpid=lJRIeHiyIOGHn,,,N/A,3.0,5,https://m.media-amazon.com/images/I/619AwjDndjL._AC_UY218_.jpg,B0CX5RBR7H
"ZOTAC Gaming GeForce RTX 4080 Super Trinity Black Edition DLSS 3 16GB GDDR6X 256-bit 23 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Spectra RGB Lighting, ZT-D40820D-10P",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ZOTAC-Graphics-IceStorm-Advanced-ZT-D40820D-10P/dp/B0CSBDFS55/ref=sr_1_33?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-33&xpid=lJRIeHiyIOGHn,,,N/A,4.5,58,https://m.media-amazon.com/images/I/81rvMaW0UIL._AC_UY218_.jpg,B0CSBDFS55
"ASUS The SFF-Ready Prime GeForce RTX 4070 Super OC Edition 12GB GDDR6X Graphics Card (PCIe® 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1a, DisplayPort™ 1.4a)",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/ASUS-SFF-Ready-GeForce-Graphics-DisplayPortTM/dp/B0D7KTZHXN/ref=sr_1_34?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU&dib_tag=se&keywords=rtx4090&qid=1743579558&sprefix=rtx4090%2Caps%2C575&sr=8-34&xpid=lJRIeHiyIOGHn,,,N/A,4.7,2365,https://m.media-amazon.com/images/I/81uhZBIiSYL._AC_UY218_.jpg,B0D7KTZHXN
"GLOTRENDS 200mm PCIe 4.0 X16 Riser Cable (0->90 Degree), Compatible with PCIE GEN 4.0 GPU, Such as RTX4090-RTX3060, RX7900, RX6950XT-RX6500XT, etc",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/sspa/click?ie=UTF8&spc=MToyNjY3NTQ1NDAyNjk1MjAwOjE3NDM1Nzk1NTg6c3BfYnRmOjMwMDY4OTU2NDMwNDUwMjo6MDo6&url=%2FGLOTRENDS-Degree-Compatible-RTX4090-RTX3060-RX6950XT-RX6500XT%2Fdp%2FB0BJBG13P7%2Fref%3Dsr_1_35_sspa%3Fcrid%3D3FD863EYYESV7%26dib%3DeyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU%26dib_tag%3Dse%26keywords%3Drtx4090%26qid%3D1743579558%26sprefix%3Drtx4090%252Caps%252C575%26sr%3D8-35-spons%26xpid%3DlJRIeHiyIOGHn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,24.,99,$24..99,4.1,266,https://m.media-amazon.com/images/I/515OV9snb8L._AC_UY218_.jpg,B0BJBG13P7
"Dpofirs PCIe 4.0 X16 GPU Riser Cable, High Speed Flexible Extender, Card Extension Port 90 Degree Adapter, PCIe Extension Cable Compatible with RTX4090 RTX4070ti RTX3090ti RTX3090",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/sspa/click?ie=UTF8&spc=MToyNjY3NTQ1NDAyNjk1MjAwOjE3NDM1Nzk1NTg6c3BfYnRmOjMwMDE3MTc0NDI3NTAwMjo6MDo6&url=%2FDpofirs-Extension-Compatible-RTX4070ti-RTX3090ti%2Fdp%2FB0CX9CQ3XN%2Fref%3Dsr_1_36_sspa%3Fcrid%3D3FD863EYYESV7%26dib%3DeyJ2IjoiMSJ9.NcmaTfjnCoCMOj_YRJwRp3tsR71oOtAd6v9Q1iAaPWJeLfOiAl00sT8fS2KBNnLi8PRaDnzsMdCMBG5UoDMeJy8SQjAW5ZpbaWkHNgDI5f_n7gipApHdVrX0basaFScrJrlflh6ix40Z_2jichQI1lZDIvOX6VxXQnQNNzxSu4M6nKGF8sPS6LxBBsWL0k96naYz_CEGvPyQBhKOYgMGqXCEa0S4nWJO0k70Ngpd2dk.hFOYDI4tbZhI70XknLPmXzJERxVSFEVoWkehM_2FlqU%26dib_tag%3Dse%26keywords%3Drtx4090%26qid%3D1743579558%26sprefix%3Drtx4090%252Caps%252C575%26sr%3D8-36-spons%26xpid%3DlJRIeHiyIOGHn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,33.,94,$33..94,N/A,0,https://m.media-amazon.com/images/I/51Z+KvbrD7L._AC_UY218_.jpg,B0CX9CQ3XN
