title,link,price_whole,price_fraction,price,rating,reviews_count,image_url,asin
"8K Detachable HDMI Fiber Optic Cable 66Feet/20m, Long HDMI 2.1 Cable in Wall, with Dual Micro HDMI and Standard HDMI Connectors, Compatible for PC, TV, playstation4, PS5, Xbox Series X, RTX4090/4080",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/sspa/click?ie=UTF8&spc=MTo3NDc0NzcyMzA5MjA0NzE2OjE3NDM1Nzk1NjY6c3BfYXRmX25leHQ6MzAwNDcyMTQzNjYxMDAyOjowOjo&url=%2Fecjtu-66Feet-Detachable-Standard-Connectors%2Fdp%2FB0B4RYRQ67%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3FD863EYYESV7%26dib%3DeyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw%26dib_tag%3Dse%26keywords%3Drtx4090%26qid%3D1743579566%26sprefix%3Drtx4090%252Caps%252C575%26sr%3D8-33-spons%26xpid%3DlJRIeHiyIOGHn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,76.,96,$76..96,4.3,90,https://m.media-amazon.com/images/I/61b44ccX8FL._AC_UY218_.jpg,B0B4RYRQ67
"GLOTRENDS 300mm PCIe 4.0 X16 Riser Cable (0->90 Degree), Compatible with PCIE GEN 4.0 GPU, Such as RTX4090-RTX3060, RX7900, RX6950XT-RX6500XT, etc",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/sspa/click?ie=UTF8&spc=MTo3NDc0NzcyMzA5MjA0NzE2OjE3NDM1Nzk1NjY6c3BfYXRmX25leHQ6MzAwNjkwNzA3OTQ4MzAyOjowOjo&url=%2FGLOTRENDS-Compatible-RTX4090-RTX3060-RX6950XT-RX6500XT-PCIE40-30-90%2Fdp%2FB0C415JCHX%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3FD863EYYESV7%26dib%3DeyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw%26dib_tag%3Dse%26keywords%3Drtx4090%26qid%3D1743579566%26sprefix%3Drtx4090%252Caps%252C575%26sr%3D8-34-spons%26xpid%3DlJRIeHiyIOGHn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,38.,99,$38..99,4.1,266,https://m.media-amazon.com/images/I/51n0dz72mDL._AC_UY218_.jpg,B0C415JCHX
"PCIE 4.0 Riser Cable, PCIe 4.0 x16 High Speed Flexible Extender Card Extension Port, PCIE 4.0 90 Degree Adapter, Pcie 4.0 Riser Compatible with 4090 4080 4070 3090 and Pcie 3.0 System 300mm /11.8inch",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Flexible-Extender-Extension-Compatible-11-8inch/dp/B0DCZ4DTJQ/ref=sr_1_35?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-35&xpid=lJRIeHiyIOGHn,29.,99,$29..99,4.4,9,https://m.media-amazon.com/images/I/51QOqHQORVL._AC_UY218_.jpg,B0DCZ4DTJQ
Shurhome Storage Box For RTX4060/RTX4070i/RTX4080S/RTX4090 Graphics Hard Case With Handle Graphics Card Travel Carrying Bag,https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Shurhome-RTX4070i-RTX4080S-Graphics-Carrying-PC/dp/B0DP23VP22/ref=sr_1_36?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-36&xpid=lJRIeHiyIOGHn,19.,31,$19..31,N/A,0,https://m.media-amazon.com/images/I/71PyRLws8BL._AC_UY218_.jpg,B0DP23VP22
"JONSBO D31 MESH SC Black Micro ATX PC Case with Screen, M-ATX/ITX Motherboard/Support RTX 4090(335-400mm) GPU 360/280AIO,Power ATX/SFX: 100mm-220mm Multiple Tool-Free Design Computer case",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/JONSBO-D31-MESH-Blak-Micro/dp/B0BQJ7SW4Q/ref=sr_1_37?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-37&xpid=lJRIeHiyIOGHn,144.,30,$144..30,4.6,178,https://m.media-amazon.com/images/I/719ZDcCEw-L._AC_UY218_.jpg,B0BQJ7SW4Q
"Antec PCI-E 4.0 Riser Cable White RTX4090 RX6950XT Tested PCIe 4.0 x16 High Speed Flexible Card Extension Port 90 Degree Adapter Black 200mm Compatible with RTX4090, RTX4070ti, RTX3090ti, RTX3090",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Antec-Extension-Compatible-RTX4070ti-RTX3090ti/dp/B0C1BT9MTR/ref=sr_1_38?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-38&xpid=lJRIeHiyIOGHn,47.,99,$47..99,4.7,53,https://m.media-amazon.com/images/I/51UvX3HtucL._AC_UY218_.jpg,B0C1BT9MTR
16Pin PCIE5.0 Graphics Card Power Port Graphics Card Power Supply Connector for 3090Ti RTX4080 RTX4090 Graphics Card,https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/PASNMKvn-PCIE5-0-Graphics-Connector-RTX4080/dp/B0DLHCW7FK/ref=sr_1_39?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-39&xpid=lJRIeHiyIOGHn,2.,43,$2..43,N/A,0,https://m.media-amazon.com/images/I/51erNeLlRKL._AC_UY218_.jpg,B0DLHCW7FK
"PCIe 4.0 X16 GPU Riser Cable, Length 400mm, Female 90 Degree Angle, EMI Shielded, High Speed Flexible GPU Extension Cable Compatible with RTX4090 RX6950XT, 15.8in",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Bewinner-Shielded-Flexible-Extension-Compatible/dp/B0CRF74KG2/ref=sr_1_40?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-40&xpid=lJRIeHiyIOGHn,,,N/A,N/A,0,https://m.media-amazon.com/images/I/51cbvG5JnXL._AC_UY218_.jpg,B0CRF74KG2
"LINKUP - Ultra PCIe 4.0 X16 Riser Cable [RTX4090 RX6950XT x570 B550 Z690 Tested] Shielded Extreme High-Speed Vertical Mount Gaming PCI Express Gen4┃Reverse GPU Socket (25cm / 9.8"") Designed for ITX",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/LINKUP-RX6900XT-Shielded-High-Speed-Gen4%E2%94%83Reverse/dp/B092JTY73B/ref=sr_1_41?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-41&xpid=lJRIeHiyIOGHn,,,N/A,4.1,7,https://m.media-amazon.com/images/I/71yD0UjwjML._AC_UY218_.jpg,B092JTY73B
12VHPWR 180 Degree Angled Adapter: Aluminum ATX 3.0 16 Pin GPU Power Connector 600W Pcie5.0 Power Adapter for 12+4pin RTX 3090Ti 4070Ti 4080 4090 Graphic Card GPU (Type B),https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/12VHPWR-180-Degree-Angled-Adapter/dp/B0C2H2BN47/ref=sr_1_42?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-42&xpid=lJRIeHiyIOGHn,19.,99,$19..99,4.2,107,https://m.media-amazon.com/images/I/61o02pZikLL._AC_UY218_.jpg,B0C2H2BN47
"LINKUP - Ultra PCIe 4.0 X16 Riser Cable [RTX4090 RX6950XT x570 B550 Z690 Tested] Shielded Vertical Mount Gaming PCI Express Gen4┃Universal 90 Degree Socket (10cm/3.9"") Gen 3.0 Compatible┃White",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/LINKUP-RX6900XT-High-Speed-Gen4%E2%94%83Universal-Compatible%E2%94%83White/dp/B08YZ3LPGF/ref=sr_1_43?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-43&xpid=lJRIeHiyIOGHn,,,N/A,4.0,48,https://m.media-amazon.com/images/I/71+Lii+L29L._AC_UY218_.jpg,B08YZ3LPGF
"Yunir Ultra PCIe 4.0 X16 Riser Cable [RTX4090 RX6950XT x570 B550 Z690 Tested] Shielded High-Speed Vertical Mount Gaming PCI Express Gen4┃Universal 90 Degree Socket (20cm / 7.8"") 3.0 Gen3 Compatible",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Yunir-RX6950XT-High-Speed-Gen4%E2%94%83Universal-Compatible/dp/B0D1KN6Q86/ref=sr_1_44?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-44&xpid=lJRIeHiyIOGHn,42.,50,$42..50,5.0,1,https://m.media-amazon.com/images/I/51HpaltrIrL._AC_UY218_.jpg,B0D1KN6Q86
Ejoyous PCIE 4.0 X16 Riser Cable High Speed Flexible Shielding 90 Degree Connector GPU Extension Cable for RTX4090 RX6950XT 15.8in,https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Ejoyous-Flexible-Shielding-Connector-Extension/dp/B0DK7KGCQY/ref=sr_1_45?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-45&xpid=lJRIeHiyIOGHn,,,N/A,N/A,0,https://m.media-amazon.com/images/I/41jioFEKh9L._AC_UY218_.jpg,B0DK7KGCQY
"Dpofirs PCIe 4.0 X16 GPU Riser Cable, High Speed Flexible Extender, Card Extension Port 90 Degree Adapter, PCIe Extension Cable Compatible with RTX4090 RTX4070ti RTX3090ti RTX3090",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/Dpofirs-Extension-Compatible-RTX4070ti-RTX3090ti/dp/B0CX9CQ3XN/ref=sr_1_46?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-46&xpid=lJRIeHiyIOGHn,33.,94,$33..94,N/A,0,https://m.media-amazon.com/images/I/51Z+KvbrD7L._AC_UY218_.jpg,B0CX9CQ3XN
"RTX 3090TI 4090 16Pin(12+4) to 3x8Pin PCI-E 5.0 Sleeved Extension Cable,12Pin to 3x8Pin Compatible 3090ti and RTX4090 4080 Series,13inch with Cable Combs(16AW Black)",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/SYBECHATF-Sleeved-Extension-Compatible-RTX4090/dp/B0BHSLYKV4/ref=sr_1_47?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-47&xpid=lJRIeHiyIOGHn,16.,99,$16..99,4.6,8,https://m.media-amazon.com/images/I/61U-4iCpmZL._AC_UY218_.jpg,B0BHSLYKV4
"YUGSHNKFC Hard Protective Case for RTX4060/RTX4070i/RTX4080S/RTX4090 Graphics Cards - Travel Carrying Bag with Handle, Scratchproof Storage Box for Gamers & PC Enthusiasts (36x16x5cm)",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/YUGSHNKFC-Protective-RTX4060-RTX4070i-RTX4080S-Graphics/dp/B0DLN39CF6/ref=sr_1_48?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-48&xpid=lJRIeHiyIOGHn,,,N/A,N/A,0,https://m.media-amazon.com/images/I/71Ar8YGooIL._AC_UY218_.jpg,B0DLN39CF6
"LINKUP - Ultra PCIe 4.0 X16 Riser Cable [RTX4090 RX6950XT x570 B550 Z690 Tested] Shielded High-Speed Vertical Mount Gaming PCI Express Gen4┃Straight Socket (15cm / 5.9"") 3.0 Gen3 & TT Compatible-",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/LINKUP-RX6900XT-High-Speed-Gen4%E2%94%83Straight-Compatible/dp/B08YZ676LX/ref=sr_1_49?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-49&xpid=lJRIeHiyIOGHn,39.,96,$39..96,3.6,32,https://m.media-amazon.com/images/I/71nh3VSYW0L._AC_UY218_.jpg,B08YZ676LX
"LINKUP - Ultra PCIe 4.0 X16 Riser Cable (Open Box) [RTX4090 RX6950XT x570 B550 Z690 Tested] Shielded Vertical Mount Gaming PCI Express Gen4┃Reverse GPU Socket (27cm / 10.6"") Designed for ITX",https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/LINKUP-RX6950XT-Shielded-Vertical-Gen4%E2%94%83Reverse/dp/B0DGRMZYL9/ref=sr_1_50?crid=3FD863EYYESV7&dib=eyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw&dib_tag=se&keywords=rtx4090&qid=1743579566&sprefix=rtx4090%2Caps%2C575&sr=8-50&xpid=lJRIeHiyIOGHn,,,N/A,N/A,0,https://m.media-amazon.com/images/I/716R47U46lL._AC_UY218_.jpg,B0DGRMZYL9
Osee GoStream Deck All in One Pro Live Streaming Multi Camera Video Mixer Switcher Recorder Player Kit 4 HDMI in USB-C I/O with 14 Inch Monitor Built-in DC-to-Type C Cable NDI(Optional) Upgradable,https://www.amazon.com/s?k=gaming&crid=2Q95QAJCPV7RS&sprefix=%2Caps%2C611&ref=nb_sb_ss_recent_2_0_recent/sspa/click?ie=UTF8&spc=MTo3NDc0NzcyMzA5MjA0NzE2OjE3NDM1Nzk1NjY6c3BfYnRmOjMwMDI5NTU2MjA0OTQwMjo6MDo6&url=%2FGoStream-Streaming-Switcher-Recorder-Upgradable%2Fdp%2FB0CRYN8D7J%2Fref%3Dsr_1_51_sspa%3Fcrid%3D3FD863EYYESV7%26dib%3DeyJ2IjoiMSJ9.cRPCiaeOXH7erNTUJG9DZE4YJn9meTJIyLiM3iXZ69G_aswbyMSwqhiOMh0o0Q1QupRsrevdWbOiuT2bR0rNnWPGUJC3lIq4sMZBGyPOY5FzzViegi9rmodlLjE_e51mUJhRhoW68xk6joqQzLMyyoyrgL1ViGGfTUup4Mtbe2gM_nKuD1dRDuhLGNoArRNao902MJNIx9N4ObtuxIr0ZpLYM3XMbKaZKwO3FezHqeI.Av0jbmDRRWw3Nw4J7gdd1Jyb9ChNePdZKsKaIIdlJdw%26dib_tag%3Dse%26keywords%3Drtx4090%26qid%3D1743579566%26sprefix%3Drtx4090%252Caps%252C575%26sr%3D8-51-spons%26xpid%3DlJRIeHiyIOGHn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,899.,00,$899..00,4.2,25,https://m.media-amazon.com/images/I/71yZMZGCQhL._AC_UY218_.jpg,B0CRYN8D7J
